ID,Description,Entry_ID,Antonym,Encyclopedic_Info,Media_IDs,Near_Synonym,Scientific_Name,Semantic_Domain,Synonym
SN002491,tree species with beautiful smelling leaves,makr,,In the olden days women used the aromatic leaves of this plant as a source of perfume Leaves smell beautiful like liquorice and can be hung over one's ears to give a fresh smell while walking; they can be mixed with coconut oil to make a nice smell.,,,Evodiella sp. ? Hortensis,Plant,
SN002492,female personal name,LX000740,,Name of daughter of Sarao and Wiza,,,,,
SN002493,"female personal name, not a Nen word but from Balimo",Malawato,,"Bearers: Malawato, daughter of Blba Or and Mesi",,,,,
SN002494,"tortoise, turtle (generic)",malind,,,,,,Turtle,
SN002495,sero pattern that looks like a turtle shell (?),malind_got,,,,,,,
SN002496,banana variety,LX000741,,,,,,,
SN002497,short-necked turtle,malind_pip,,,,,,Turtle,
SN002498,"bad, evil",LX000742,,,,,,,
SN002499,grudge,LX000743,,,,,,,
SN002500,to worry,LX000744,,,,,,,
SN002501,"infinite, uncountable. highest possible number, number 'beyond counting', like infinity",LX000745,,"Based on the word wimb for 'smell', because smell 'is not a particle you can see, or count, it's not uncountable'",,,,,
SN002502,"sin, evil doings, bad ways",LX000746,,,,,,,
SN002503,sin,LX000747,,,,,,,
SN002504,talk insultingly to,LX000748,,,,,,,
SN002505,"lizard, lives in tree or on roof",mamagongo,,,,,,Lizards and goannas,
SN002506,badly,LX000749,,,,,,,
SN002507,"small goanna, species unidentified",mambag,,,,,,Lizards and goannas,
SN002508,"tree species, resin extracted and used for candles",mambore,,,,,Vatica papuana,Plant,
SN002509,female personal name,LX000750,,,,,,,
SN002510,name of ancestral man who lived on his own with his wife Yndo at Mikénz,LX000751,,,,,,,
SN002511,female personal name,Manae,,Name comes from Nängbläg clan. This is the name of Zerus' wife.,,,,,
SN002512,female personal name,LX000752,,,,,,,
SN002513,"rope, tie",LX000753,,,,,,,LX001789
SN002514,large collective yamhouse (as shown in Williams) holding yam 'for a rainy day'. Sucker yams weren't stored here,LX000754,,,,,,,
SN002515,"soft, past it (fruit), rotten",mandmand,,,,,,,
SN002516,plant species,LX000755,,,,,Brackenridgea forbesii,Plant,
SN002517,"be lying, be horizontal (of many things)",LX000756,,,,,,,
SN002518,be in a jumble,LX000756,,,,,,,
SN002519,feed (a tame animal),LX000757,,,,,,,
SN002520,male personal name,LX000758,,"Bearers of this name: (a) Mängo (b) Zerus and Manae's 4th born child, a son",,,,,
SN002521,"be lying, be sleeping (of many)",LX000759,,,,,,,
SN002522,type of plant,mangrmangr_1,,,,,Lycopodium sp.,Plant,
SN002523,sticky liquid from a shrub,mangrmangr_1,,,,,,,
SN002524,plant species,mangrmangr_1,,,,,Desmodium sp.,Plant,
SN002525,"sticky, gluey",mangrmangr_2,,,,,,,
SN002526,money,mani,,,,,,,LX000526
SN002527,calf (of leg),mankp,,,,,,Leg,
SN002528,shinbone,mankp_got,,,,,,"Bone, joint",
SN002529,"hamstring muscle, muscle going up from achilles",LX000760,,,,,,Leg,
SN002530,calf.bracelet,mankp_sil,,,,,,,
SN002531,female personal name,Manuka,,,,,,,
SN002532,markings,mao,,,,,,Parts of a bird,
SN002533,female personal name,Mapar,,"Check - looks like a second (alternative) name for Zerus' wife Manae; from Nängbläg clan. (2011 MPG diary, April)",,,,,
SN002534,baby,mapet_toge,,,,,,Stage of life,
SN002535,"not know, doesn't know",LX000761,,,,,,,
SN002536,"unbeknownst, without someone (in oblique) knowing about it",LX000762,,,,,,,
SN002537,"unbeknownst, without letting someone know",LX000763,,,,,,,
SN002538,"large sugar glider, also rec. as 'striped possum' (resolve). 'Animal like a fox, with a long tail' (NS2014A:5)",mar,,,,,,Marsupial,
SN002539,name of garden hamlet about 4 km north of Bimadbn,LX000764,,,,,,,
SN002540,"river flowing from Bimadbn village, northward through Mär",LX000765,,,,,,,
SN002541,one handled basket for carrying load,LX000766,,,,,,Carrying tool,
SN002542,"broad, wide",marete,,,,,,,
SN002543,"in public, publicly",maretengama,,,,,,,
SN002544,love song,marirmarir_angan,,,,,,Sing,
SN002545,white man,markae,,,,,,,
SN002546,gun,LX000767,,,,,,,
SN002547,Asian honeybee,markae_smzm,,Came in 1997,,,,Insect,
SN002548,type of yam,LX000768,,,,,"see photo, 1st in series after CR68","Food from roots ; Grass, herb, vine",
SN002549,third growth stage of sago,LX000769,,,,,,Growth of plants,
SN002550,march,mas,,,,,,,
SN002551,plant species growing in swamp,LX000770,,,,,Lumnitzera littoralis,Plant,
SN002552,marry,masa_1,,,,,,,
SN002553,invite,masa_2,,,,,,,
SN002554,"take awayl, bring away (depending on directional prefix)",masas_3,,,,,,,
SN002555,"marching, muster",masta,,,,,,,
SN002556,name of Idi-speaking village,LX000771,,,,,,,
SN002557,strangler fig,LX000772,,"String used for bullroarer, swinging and for tying a spearhead on the pitpit. Birds like their fruit. There are four types of sébim, this is one.",,LX001229,"Ficus elastica, Ficus sp.",Plant,
SN002558,mattress,LX000773,,,,,,,
SN002559,big fan palm,mawan,,,,,,Tree,
SN002560,type of bag made by people from Tais; Tais people use it for beating sago,LX000774,,,,,,,
SN002561,"expresses the hope of the speaker that something will happen, often translatable by 'should'. Combines with the future tense or the mediated imperative",maya,,,,,,,
SN002562,section name,Mayawa,,,,,,,
SN002563,"mud by riverbank, e.g. at landing place",mazae,,,,,,"Soil, dirt",
SN002564,"shore, coastal mudflats",mazae,,,,,,,
SN002565,seashore,mazo_sap,,,,,,,
SN002566,be tied onto,LX000775,,,,,,,
SN002567,people west of Morehead,LX000776,,,,,,,
SN002568,tree species,LX000777,,Used for house posts. Once the bark dries (médédég̅ got) the dry inner part is left,,,Fagraea racemosa.,Plant,
SN002569,"tree species, like mango seedling",mekai,,"Planted on beach at Marukar, skin is juicy and can be chewed, has edible nut",,,,Tree,
SN002570,plant species,mekeimekei,,,,,Helaeocarpus sp.,Plant,
SN002571,notch,LX000778,,,,,,,
SN002572,plant species,LX000779,,"Herb, mixed with sugarcane and drunk.",,,Costus sp.,Plant,
SN002573,banana variety,LX000780,,,,,,,
SN002574,plant species,LX000781,,"So-called because of the notches on its stem. There are two types, the other one being a Costus sp.",,,Tapeinochimos sp.,Plant,
SN002575,plant species,LX000782,,"Fruits are eaten by cassowaries, deer and humans - are like an apple with a big seed.",,,Eucalyptopsis papuana (/),Tree,
SN002576,"rat type, has white stomach, unid",LX000783,,,,,,Rodent,
SN002577,nostril,memben,,,,,,Head,
SN002578,nose,memben,,,,,,,
SN002579,sago growth stage,LX000784,,,,,,Growth of plants,
SN002580,royal spoonbill,LX000785,,,bc152dfacef6c8e1962acc78c92ab394,,Platalea regia,Bird,
SN002581,"nose peg, decoration through nasal septum",LX000786,,,,,,,
SN002582,nostril,membenbene,,,,,,,
SN002583,"projection, e.g. part of a patch of forest sticking out like a nose, or sticking out into a river bend",membenmemben,,,,,,,
SN002584,sharp end of bow,membenmemben,,,,,,,
SN002585,nasal septum,membentr,,,,,,Body,
SN002586,"fruit pigeon, including Pinon Imperial pigeon",LX000787,,,,,Ducula pinon,,
SN002587,"lead, accompany (object should be human), bring (with hither prefix), take (with thither prefix)",menz,,,,,,,
SN002588,take as one's wife,menz,,,,,,,
SN002589,good,mer_1,,,,,,,
SN002590,"good, benefit",mer_2,,,,,,,
SN002591,good afternoon (used from late afternoon),mer_gegte,,,,,,,
SN002592,good day! (used in middle of day),mer_keser,,,,,,,
SN002593,good day! (as used around noon time),mer_keser_got,,,,,,,
SN002594,delicious,LX000788,,,,,,,
SN002595,good night!,LX000789,,,,,,,
SN002596,well,meres,,,,,,,
SN002597,"bullroarer (one type, different from meyang)",LX000790,,,,meyang,,Religious things,
SN002598,watch out! ('a warning word'),LX000791,,,,,,,
SN002599,carefully,mersraes_1,,,,,,,
SN002600,"well, properly",mersraes_1,,,,,,,
SN002601,careful,mersraes_2,,,,,,,
SN002602,banana variety,LX000792,,,,,,Plant,
SN002603,female personal name,Mesqi,,,,,,,
SN002604,maybe,meta,,,,,,,
SN002605,"try (to make a request more polite), try and",meta,,,,,,,
SN002606,maybe,metama,,,,,,,
SN002607,know (when used with verb 'to be'),mete_1,,,,,,,
SN002608,learn (when used with ӓmts),mete_1,,,,,,,
SN002609,understand (when used with ämts),mete_2,,,,,,,
SN002610,"learn, know how to (in contrast to before)",LX000793,,,,,,,
SN002611,"clever, wise",mete_kitong,,,,,,,
SN002612,wise,mete_sapsap,,,,,,,
SN002613,"know well, be expert",mete_spsp,,,,,,,
SN002614,"teach, make knowledgeable about",mete_wets,,,,,,,
SN002615,"inform, let someone know",mete_wets,,,,,,,
SN002616,feel,mete_wets,,,,,,,
SN002617,gain knowledge,mete_yam_renzas,,,,,,,
SN002618,known to (genitive phrase),meteba,,,,,,,
SN002619,place name,Mewang,,"S08.40'50.3"", E 143.03'04.9"" If you've facing N and drop something you can't look back (if you do you will see a strang person who will tell you how many days till you will die). You have to ask the person behind you to hand you your things. Heading south towards Mewang you should pick up some blmbl grass into a knot as a pledge to the spirits to see you pass safely, and promise in return not to turn back. You have to do the same on the other side.",,,,,
SN002620,bull-roarer,meyang,,,,LX000790,,Practice religion,LX000156
SN002621,"chewed out, desiccated, with the juice sucked or squeezed out of it",LX000794,,,,,,,
SN002622,"place name, where Goe has a camp, E of Dnge. Mainly a hunting camp but has coconuts, a mango, and sagos. Seregu land",Mgbe,,,,,,,
SN002623,"clan, in Dimsisi area",Mglag,,,,,,,
SN002624,"just bone, nothing but bone (i.e. without flesh)",mgot,,,,,,,
SN002625,empty,mgot,,,,,,,
SN002626,just bone,mgots,,,,,,,
SN002627,empty,mgots,,,,,,,
SN002628,plant species,LX000795,,,,,Costus speciosa,Plant,
SN002629,place name,Miglglte,,,,,,,
SN002630,"tribe name, people from Mikəɖ",LX000796,,,,,,,
SN002631,"cane type, very small",mikel,,,,,Calamus pinitifidia,Plant,
SN002632,larvae of caterpillar/butterfly that spins a double cocoon; the grub is called kndr and the cocoon kndr gn,mikmik,,"Eats leaves of bab wén, wiro wén, ger wén, beos",,,,Insect,
SN002633,"ancestral origin place, corresonding to Mikəɖ in Idi",Miknz,,,,,,,
SN002634,"ancestral site, also sometimes known as Miknz (Mikuɖ being the Idi pronunciation)",LX000797,,One of two ancestral sites where Bimadbn people came from. Those from here spoke Nen and Idi. The other site is Kurämgu. People from Mikuɖ are associated with the Bangu section (e.g. Jimmy); those from Kuramgu with the Sangara section (e.g. Amto).,,,,,
SN002635,place name,LX000798,,,,,,,
SN002636,long yam,mingane,,,,,,Plant,
SN002637,plant species,minganemingane,,,,,Cassia sp.,Plant,
SN002638,"put, e.g. by planting a coconut in the ground",mings,,,,,,,
SN002639,male personal name,Minong,,,,,,,
SN002640,vine type,minz,,,,,Faradaya sp.,Plant,
SN002641,vine species,minzr_mnz,,,,,Tetracera nordtiana,Plant,
SN002642,vine species,minzr_mnz,,,,,Tetracera nudiflora,Plant,
SN002643,nipa palm,mir,,,,,,Plant,
SN002644,flying fox species,LX000799,,,,,,,
SN002645,sand,miri_band,,,,,,,
SN002646,"whole lot of nipa palms, grove of nipa palms along a riverbank",mirmirar,,,,,,,
SN002647,"kin term used to the (necessarily younger?) sister of one's father, once she has been given in exchange",mitadma,,,,,,,
SN002648,"'exchange man', i.e. the man who gave his sister to be one's wife. Used e.g. of a man to his brother-in-law (wife's brother), but also by the children of the resultant marriage to the brother of their mother",mitarbe,,,,,,In-law,
SN002649,"used between cousins whose respective parents have exchanged sisters/brothers, e.g. by a child to his father's sister's children who because of the exchange are also his mother's brother's children. Children of kamat call each other miti",miti,,,,,,Cousin,
SN002650,male personal name,Mitoma,,,,,,,
SN002651,war,mk,,,,,,,
SN002652,male personal name,Mkao_1,,,,,,,
SN002653,family name (Michael's family name),Mkao_2,,,,,,,
SN002654,warlike people,LX000800,,,,,,,
SN002655,soldier,LX000800,,,,,,,
SN002656,plant species,mkpmkp,,,,,Tapinocaulis sp.,Plant,
SN002657,"catfish, applied to various types: giant catfish, spoon-snouted catfish, Day's catfish, short-barbed catfish, Berney's catfish, Lorentz catfish, thick-lipped catfish, broad-snouted catfish, sharp-nosed catfish, triangular striped catfish",mkrsge,,,,,,Fish,
SN002658,girl,mleg,,,,,,,
SN002659,sister (in possessive contexts where sister exchange is being discussed). May be modified by ane or nngn to specify relative age if needed (though normally in possessive contexts this would not be done),mleg,,,,,,,
SN002660,daughter (in exchange contexts),mleg,,,,,,,
SN002661,unmarried girl,mleg_dukr,,,,,,,euri
SN002662,"daughter (if possessed, and in contexts where exchange is being discussed or implied), typically would be modified by toge in this context",mleg_toge,,,,,,"Son, daughter",
SN002663,plant species,mlegmleg_saragawa,,Dang̅iri kpba mlegmleg saragawa has blue fruit; other one on river bank at Zeri has red: sisiyaba kpba mlegmleg saragawa,,,Ettningera sp.,Plant,
SN002664,plant species,LX000801,,"When mothers carried babies, and hang babies in their baskets on the branches of this tree, this also keeps spirits away.",,,Rubeaceae penthas,Plant,
SN002665,plant species,LX000801,,Blue seed when reipeir,,,Lasianthus sp.,Plant,
SN002666,"sultriness, humidity",mlml,,,,,,,
SN002667,feel humid,LX000802,,,,,,,
SN002668,"dirty, muddy, turbid (of water)",mls,,,,,,,
SN002669,really dirty,mlsmls,,,,,,,
SN002670,"type of tree. When skin is taken off, colour will change",LX000803,,,,,,Plant,
SN002671,Name of place between Bimadbn and Zeri,LX000804,,,,,,,
SN002672,dugong,mml,,,,,,Mammal,dangal ; dangan
SN002673,"generic term for large sea animals, including whales and dolphins in addition to the prototypical sense (1) of dugong",mml,,,,,,,
SN002674,banana variety,LX000805,,,,,,Plant,
SN002675,"just guessing, taking a pot shot",mmne,,,,,,,
SN002676,just for nothing,mmne,,,,,,,
SN002677,troublemaker,mmzme,,,,,,,kerere
SN002678,"inquest into death, spirit medium seeking cause of death",LX000806,,,,,,,
SN002679,"power to see inside tings, knowledge/ability of how to find things out in a magic way",LX000806,,,,,,,
SN002680,name of person in founding sakr myth who cuts the tree open. Referred to in Ayres work as 'storyman' and spelled [check],LX000807,,,,,,,
SN002681,be,LX000808,,,,,,,
SN002682,"place name, shady sleeping place near airport where there is a kmar tree. Nickname is Kmardbn pap, but also used for the airstrip itself",Mnaql,,,,,,,Kmardbn_pap
SN002683,vomit,mnd,,,,,,,
SN002684,female personal name,Mndal,,"name of yZ of old Nébni, M of Senea",,,,,
SN002685,plant species,LX000809,,,,,Aceratium cf. ledermanii,Plant,
SN002686,"maski, leave it (expressiion of resignation as one gives up on pursuing some course of action)",mndm,,,,,,,
SN002687,plant species,mndmnd,,,,,Claoxylon cf. polot,Plant,
SN002688,plant species,mndmnd,,"When people would practise sorcery they would eat this, since they had to eat the carcasses of animals and human beings; this would stop them from vomiting.",,,Micromelum pinnatum,,
SN002689,plant species,mndmnd,,"Chewed by young people with agag during initiations to stop them vomiting. nitiates also had to dip saragawa wén and dip it in excrement, then eat it, or they can never kill meat",,,Bignonaceae,Plant,
SN002690,"sorcerer, person with the power to see inside someone's body to see a sorcery object",LX000810,,,,,,,
SN002691,"expert, who can penetrate inside things. Term can be preceded by a noun denoting the thing or domain of knowledge the person is expert in",LX000810,,,,,,,
SN002692,plant species,LX000811,,,,,Pouteria firma,Plant,
SN002693,"'On its own, mne is a word you say while you're thinking, like whatchamacallit'",mne_1,,,,,,,
SN002694,"for the purpose of, in order to",mnegta,,,,,,,
SN002695,because,mnene,,,,,,,
SN002696,while,mnewan,,,,,,,
SN002697,"or something, whatsitsname - preparing addressee for something the speaker will say more precisely later",mnewan,,,,,,,
SN002698,house,LX000812,,,,,,,
SN002699,home,LX000813,,,,,,,
SN002700,ladder,LX000814,,,,,,,
SN002701,builder,LX000815,,,,,,,
SN002702,village,LX000816,,,,,,,
SN002703,"open area in front of house, yard",LX000817,,,,,,,
SN002704,"croton, plant type",LX000818,,,,,Croton morobensis,Plant,
SN002705,plant species,mngapyam,,,,samba_mngapyam ; wrng_mngapyam,Euprhobiaceae,Plant,
SN002706,quickly,LX000819,,,,,,,LX000822
SN002707,right away,LX000819,,,,,,,
SN002708,"at a fast pace, going at a fast pace",LX000820,,,,,,,
SN002709,quickly,LX000821,,,,,,,
SN002710,quickly,LX000822,,,,,,,LX000819
SN002711,hard-working,LX000823,LX001793,,,,,,
SN002712,house owner,LX000824,,,,,,,
SN002713,"Place to NE of Maekasa river, SE from Zeri .Also pronounced Mngäl",Mngely,,,,,,,
SN002714,fast,mngertae,kramae,,,,,,
SN002715,place name,Mngkely,,,,,,,
SN002716,"hide, small hut, place to hide while hunting",LX000825,,,,,,,
SN002717,tulip ('two leaf') tree,mngr,,"Tab (symbol) for Seregu people. For example, if you are hungry and want to eat a yam from a clansman's yamhouse, you would hang up that sign to let the owner know that a clansman was the one who ate the yams.",,,Gnetum gremon,Plant,
SN002718,fresh leaves from tulip (two-leaf) tree,mngr_bambam,,"Seeds and leaves are eaten, leaves are used to flavour gravy (basyao) in cooking. Fruits, skin, seed and leaves are all eaten. Bark is used for rope.",,,Gnetum gnemon,Plant,
SN002719,plant species,LX000826,,,,,Gnetum gremon,Plant,
SN002720,plant species,LX000827,,,,,Gnetum latifolium,,
SN002721,quickly,LX000828,,,,,,,
SN002722,strong,LX000829,,,,,,,
SN002723,fast,LX000830,,,,,,,
SN002724,"sweet, sweetness",LX000831,,,,,,,
SN002725,love,LX000832,,,,,,,
SN002726,"want (when combined with m 'be'), like",LX000833,,,,,,,
SN002727,"love, like (either romantically, or in family, or carrying out activity",LX000834,,,,,,,
SN002728,enjoy oneself,LX000835,,,,,,,
SN002729,"according to ones wishes, as one pleases",LX000836,,,,,,,
SN002730,"yucky, not good tasting",LX000837,,,,,,,
SN002731,"sweet, tasty",LX000838,,,,,,,
SN002732,"want the taste of (something sweet or salty, e.g. sugar, sugarcane, coconut, salt)",LX000839,,,,,,,
SN002733,love,LX000839,,,,,,,
SN002734,enjoy,LX000839,,,,,,,
SN002735,vine,mnz_1,,,,,,,
SN002736,low ridge area that is raised a little bit above the black soil,mnz_2,,,,,,Land,
SN002737,patch of bush or rainforest in the middle of the savannah,mnz_2,,,,,,,
SN002738,"edible white ant, eaten crushed up with banana fibres",LX000840,,,,,,Insect,
SN002739,"mixture of outer fibres from banana stalk, and ants, that can be eaten",LX000841,,,,,,Food,
SN002740,rice (lit. 'ant's eggs'),LX000842,,,,,,,
SN002741,small patches of bush in the middle of the savannah,mnzmnz,,,,,,,
SN002742,be sitting (non-dual),LX000843,,,,,,,
SN002743,"black palm: 2nd growth phase, when it is a seedling beginning to grow, with its stem already showing",mobal_wde,,"Cf wde, sendene, katro",,,,Plant,
SN002744,"bandicoot (generic). Subtypes includ tmane modowa, modowa pip, samba modowa, ope modowa, wamato, pan modowa and wrng modowa",modowa,,,,,,Marsupial,
SN002745,long-nosed bandicoot (white-coloured),modowa,,This can be referred to more precisely as modowa pip to distinguish it from other bandicoots,,,,Marsupial,
SN002746,Morehead station,Moet,,,,,,,
SN002747,palm leaf sleeping mat,mogmog,,,,,,,LX001769
SN002748,"Friarbird: generic term nicluding Little Friarbird, Helmeted (New Guinea) Friarbird and Noisy Friarbird.",mok_1,,,7b6a82eb967a50c5e40d11ba0ecb539c,,Philemon citreogularis; Philemon novaeguineae; Philemon corniculatus.,Bird,
SN002749,"stub, small worn-out piece, e.g. a stub of worn-out soap, a stub of remaining sago",mok_2,,,,,,,
SN002750,plant species,mokmok,,,,,Psychotria sp.,,
SN002751,mucus,momae,,,,,,,
SN002752,cough,momae_ke,,,,,,,
SN002753,cough,LX000844,,,,,,,
SN002754,"flu, cold",LX000845,,,,,,,
SN002755,"[obj.] have the flu, have a cold",LX000846,,,,,,,
SN002756,cough,LX000847,,,,,,,
SN002757,Monday,Monze,,,,,,,
SN002758,melaleuca species,mor,,,,,,Tree,
SN002759,medicine,moramora,,,,,,,
SN002760,native passionfruit,LX000848,,,,,Passiflora foetida,Plant,
SN002761,pill,moramora_kp,,,,,,,
SN002762,hospital,LX000849,,,,,,,
SN002763,syringe,moramora_tkr,,,,,,,
SN002764,"edible wild yam, yellow, harvested before main harvest, need to be leached in running water before they can be eaten",moro,,,,,Diascorea numularia,Plant,
SN002765,"open-weave bag, like bilum, used to hold moro yams that are left in running water to leach away their bitterness",LX000850,,,,,,Food preparation utensil,LX000678
SN002766,leech,mos,,,,,,,
SN002767,clitoris,mos,,,,,,Female organs,
SN002768,Port Moresby,Mosbi,,,,,,,
SN002769,"lizard in founding myth. Quiet lizard, brown colour. Small skinny lizard with big ears",motae,,,,,,,
SN002770,yam type,mote,,,,,,Plant ; Food from roots,
SN002771,"fontanelle, soft top part of head (of person, or bird)",mp,,,,,,Head,
SN002772,brain,mp,,,,,,,
SN002773,"forelock, front hair",mp_geb,,,,,,Hair,
SN002774,tree species,LX000851,,,,,Syzygium sp.,Plant,
SN002775,spell,mrar,,,,,,,
SN002776,head,mrkp,,,,,,,
SN002777,clan,mrkp,,,,,,,
SN002778,"section, 'moiety'",mrkp,,,,,,,
SN002779,"'tribe', grouping, higher-order taxonomic grouping (above the family)",mrkp,,,,,,,
SN002780,"head, leader (also markp ӓr)",mrkp,,,,,,,LX001486
SN002781,"big man, leader",LX000852,,,,,,,
SN002782,clansman,LX000852,,,,,,,
SN002783,skull,mrkp_got,,,,,,,
SN002784,"ache, of head (for really bad headache, like malarial headache), have splittling headache",LX000853,,,,,,,
SN002785,headband,mrkp_pes,,,,,,,
SN002786,"dusk, time when it's just getting dark",LX000854,,,,,,,
SN002787,in.front,mrkp_tane,,,,,,,
SN002788,brains,LX000855,,,,,,Body,
SN002789,plant species,mrkpmrkp,,,,,Desmodium sp.,Plant,
SN002790,plant species,mrkpmrkp,,Called this because its seeds get stuck,,,Urena lobata,Plant,
SN002791,"big-headed, having a big head",mrkpsge_1,,,,,,,
SN002792,comb-spined catfish,mrkpsge_2,,,,,,Fish,
SN002793,plant species,LX000856,,,,,Bridellia macrocarpa,Plant,
SN002794,tree grub,mrmb,,,,,,Insect,
SN002795,"clan, family",mrn,,,,,,,
SN002796,"group, tribe, grouping, (taxonomic) family",mrn,,,,,,,
SN002797,"beads, necklace",mrnza,,,,,,,
SN002798,group of people,LX000857,,,,,,,
SN002799,"someone else, a different person",LX000858,,,,,,,LX000727
SN002800,be leaning (of two),LX000859,,,,,,,
SN002801,paperbark tree species,LX000860,,"Barks from this tree are used to make ropes on garden fencing and on houses, especially in places where it's hard to find cane.",,,Melaleuca symphoenica,Plant,
SN002802,"seashore bird, bird living on seashore",mse_amni,,,,,,Bird,
SN002803,Plain Honeyeater,mse_pan_amni,,"There is a connection to the plant called mse, since the bird likes licking the flower of this plant",0636e3bcf40d4456c939b0f5531f66f0 ; 1cc461d26c5797db4a8fbf2e5ea8dc30,,Pycnopygiues ixoides,Bird,
SN002804,banana variety,LX000861,,,,,,Plant,
SN002805,plant species,msemse_zalawal_mnz,,"When someone is very ill and their skin turns yellow, this is used. (Check how it is prepared and applied)",,,Annonaceae sp,Plant,
SN002806,"be leaning, lean against something (of one, or many)",LX000862,,,,,,,
SN002807,"by the wrong path, the wrong way",msoaeyuwama,,,,,,,
SN002808,"mixed up, in a garbled way, telling a story wrongly",msoaeyuwama,,,,,,,
SN002809,"lean (something) against (something), place in a leaning position",mss,,,,,,,
SN002810,quiet,mtar,,,,,,,
SN002811,peace,mtar_yam,,,,,,,
SN002812,"quiet, patient",mtarmtar,,,,,,,
SN002813,Little Friarbird,mtarmtar_mok,,,,,Philemon citreogularis,Bird,pan_mok
SN002814,honeyeater,mtarmtar_skoptete,,,,,,Bird,
SN002815,"mistaken belief, thought that...",mtes,,,,,,,
SN002816,wonder,LX000863,,,,,,,
SN002817,"talk to, say to, tell",LX000864,,,,,,,
SN002818,say,LX000864,,,,,,,
SN002819,tell,LX000864,,,,,,,
SN002820,tell (obj) to (comp.),LX000864,,,,,,,
SN002821,power,mui,,,,,,,
SN002822,"floating islands in swamp area, where plants grow on floating soil - grass, birds sit on them and build a land there which floats",muimui,,,,,,,
SN002823,sawfish (various types),muki,,,,,,Fish,
SN002824,"place name, between Bimadbn and Zeri",Muki,,"GPS S 08.43'44.5"", E 142.03'54.0"", el. 35 m.",,,,,
SN002825,place name,Muki_Pan_Kndeknde,,,,,,,
SN002826,place name,LX000865,,"GPS S08.43'17.6"", E 142.03'46.7""",,,,,
SN002827,place name,LX000866,,"S08.39'19.7"", E 142.03'08.6""",,,,,
SN002828,"unspoken anger, grudgge (e.g. at someone who didn't share)",LX000867,,,,,,,
SN002829,mud,mupi,,,,,,,
SN002830,"peace, trying to bring things together so there are no grudges",mur_yam,,,,,,,
SN002831,"yam type, yellow",mutei,,"[get photo of mutei seed yams scored in corner of Alstonia actinophylla tree, ready for planting]",,,,Plant ; Food from plants,
SN002832,vine species,muteimutei,,,,,Tinaspora sp.,Plant,
SN002833,plant species,LX000868,,,,,Tinaspora sp.,Plant,
SN002834,strength,muy,,,,,,,muyaba
SN002835,interest,muy,,,,,,,
SN002836,strong,muyaba,muyapna,,,,,,tekr
SN002837,hard-working,muyaba,LX001793,,,,,,
SN002838,weak,muyapna,muyaba,,,,,,
SN002839,"floating grass, floating islands in Fly Swamp region. The tops of this are burned once a year when people see that it is all covered in swamp grass",muymuy,,,,,,"Island, shore",
SN002840,"tilapia fish, recently introduced from Irian Jaya, very fat, found in creeks",muzaya,,,,,,Fish,
SN002841,"sit, be (of objects that are neither flat not tall, such as baskets or rocks) - this is the dual or large plural form, the corresponding non-dual being -mnzngr",LX000869,,,,,,,
SN002842,"which, what kind of (in some contexts will be treated as 'what', but always involves a selection from a closed set)",LX000870,,,,,,,
SN002843,"guts, large intestine",LX000871,,,,,,,
SN002844,contents of intestines,LX000871,,,,,,,
SN002845,"shit, excrement, droppings",LX000871,,,,,,,
SN002846,"shit, faeces, excrement",LX000872,,,,,,,
SN002847,anus,LX000873,,,,,,Parts of a fish ; Parts of an animal,
SN002848,stomach,LX000874,,,,,,,
SN002849,fart,LX000875,,,,,,,
SN002850,"whenever (reckonged by smaller amounts of times, like days or time of day), whichever time of day",LX000876,,,,,,,
SN002851,"whenever (stressing: which day), whichever day",LX000877,,,,,,,
SN002852,toilet,LX000878,,,,,,,
SN002853,toilet pit,LX000879,,,,,,,
SN002854,diarrhoea,LX000880,,,,,,,LX000883
SN002855,plant species,LX000880,,,,,,,nuer
SN002856,have diarrhoea,LX000881,,,,,,,
SN002857,large intestine,LX000882,,,,,,,
SN002858,diarrhoea,LX000883,,,,,,,LX000880
SN002859,have diarrhoea,LX000884,,,,,,,LX000881
SN002860,small intestine,LX000885,,,,,,Stomach,
SN002861,"northern scrub robin ('checker bird', where wiyabs means 'to check')",LX000886,,,,,,Bird,
SN002862,"whenever, whichever year",LX000887,,,,,,,
SN002863,"why, for what reason, by what cause",LX000888,,,,,,,nemne_3
SN002864,sweet potato,nae,,,,,,,
SN002865,vine species,naenae,,,,,Ipomoea triloba,Plant,
SN002866,knife,naepa,,,,,,,parmi
SN002867,small knife,naepa_toge,,,,,,,
SN002868,plant species,naepanaepa,,"A game is played with the seed pods of this plant: it is tied up with the seed pod onto the grass, swung and thrown, and makes a sound like a bullroarer.",,,Strongilodom sp.,Plant,
SN002869,"why, for what reason, to what purpose",LX000889,,,,,,,
SN002870,joking word for pretending to wipe arse,LX000890,,,,,,,
SN002871,plant species,LX000891,,Combined with brima to line drains for garden; also used as toilet paper,,,Malotus mollissimus,Plant,
SN002872,"why (complaining), why already, why should I wait",LX000892,,,,,,,
SN002873,"too often, too many times, how many times, how long",LX000893,,,,,,,
SN002874,"(co-)brother-in-law, i.e. a man who is married to a sister of one's wife. This term used between two men whose wives are sisters",nako,,,,,,,
SN002875,"come (future imperative, singular)",LX000894,,,,,,,
SN002876,three,nambis,,,,,,,
SN002877,three days away (before or later),nambis_qeb,,,,,,,
SN002878,"three by three, in threes",nambisnambisae,,,,,,,
