ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Sense_IDs
XV002304,nqn,Mngär ylsär nm.,,,You're walking fast.,,,SN002708
XV002305,nqn,Mngärmngär ylsär nm.,,,You're walking really fast.,,,SN002708
XV002306,nqn,Peni yao mngär ylsär ym.,,,Penny doesn't walk fast.,,,SN002708
XV002307,nqn,Ynd mngarngamas aba ynm.,,,We came quickly (because of the condition of the road).,,,SN002710
XV002308,nqn,Mng̅dnär är yao ym.,,,The owner of the house isn't here.,,,SN002712
XV002309,nqn,Dgoa pitas ym kramae bä notne a mngertae bä notne.,,,The slender-billed cuckoo dove cancall out slowly and it can call out fast.,,,SN002714
XV002310,nqn,Yna sombes ӓr ebe gumzt bӓ mng̅mng̅ gӓrӓmt qépén.,,,Those two men who were hiding would make a hide in a depression in the river bank.,,,SN002716
XV002311,nqn,Wena nuinda mngr wén tqngama.,,,Wena fell from up in a mngr tree.,,,SN002717
XV002312,nqn,mngr tab dnär,,,"Seregu clan person, person whose plant totem is the mngr tree",,,SN002717
XV002313,nqn,Bende anam mngӓrmngӓr bñe baese te yibnda?,,,Did he finish writing the letter yesterday?,,,SN002721
XV002314,nqn,Käre mngärmng̅ar numne!,,,Walk quicky because of the rain!,,,SN002721
XV002315,nqn,"Mkao mngärte ylsär ym, Bimdbn sambamne är ym.",,,"Mkao is a fast walker, he is a Bimadbn man.",,,SN002723
XV002316,nqn,Ynd mñtewӓm wramte bepapt.,,,I love you.,,,SN002725 ; SN002732
XV002317,nqn,Bӓ mñte ym ungist / geӓ gunginga.,,,He wants to stand up.,,,SN002726 ; SN004711
XV002318,nqn,Bӓ mñte ym kunzét geӓ yngm.,,,He wants to go inside.,,,SN002726
XV002319,nqn,Bӓ mñte ym nne geӓ yzé.,,,He wants to cook the food.,,,SN002726
XV002320,nqn,"Ynd mñte wm, ӓmb aqa paenar geӓ yanestan.",,,I d like another piece of pineapple.,,,SN002726 ; SN004893
XV002321,nqn,Bӓ mñte ym geӓ ynm.,,,He wants to come.,,,SN002726
XV002322,nqn,Bä yao mñte.,,,She doesn't like it.,,,SN002726
XV002323,nqn,Ynd mñteba yakatan tande toge / tande buder / yna mleg / tande dmab.,,,I love my child / my friend / that girl / my wife.,,,SN002727
XV002324,nqn,Bm mñteba nawakaewt.,,,You two love each other.,,,SN002727
XV002325,nqn,Är togam angan räms mñteba yakate.,,,The boy likes singing.,,,SN002727
XV002326,nqn,Aosa mñtemñte näramanda.,,,The old lady really enjoyed herself.,,,SN002728
XV002327,nqn,Mñtengama ym anuta.,,,Bathe wherever you like.,,,SN002729
XV002328,nqn,Begta mñtepner ym.,,,(To someone who doesn't like the taste of a food) for you it doesn't taste good!,,,SN002730
XV002329,nqn,"Má téb, mer mñtes ym.",,,"Have a taste, it's good.",,,SN002731
XV002330,nqn,Begta ynane mñtes ym?,,,Do you like the taste of this one?,,,SN002731
XV002331,nqn,"Aosa mñtemñte näramanda, yna erest mñtewäm má yramte.",,,"The old lady really enjoyed herself (listening to a recording), she's still enjoying listening to it.",,,SN002734
XV002332,nqn,wen mӓnz,,,vine,,,SN002735
XV002333,nqn,"Ynd gӓrtawn ele, ӓmbs modowa ynamtaman.",,,"I went hunting, and shot a bandicoot.",,,SN002744
XV002334,nqn,Sermb wtsmne bnz serpap mogmog bä ym.,,,It's a place where they slept after lighting a fire during the night.,,,SN002747
XV002335,nqn,Mok ke notne.,,,The mok bird is calling out.,,,SN002748
XV002336,nqn,Mok notne 'mok kao'. Yande dmab notne 'sarao'. Deneyamis sombes amni notert 'sarawiya sarawiya'.,,,The helmeted friarbird goes 'mok kao!'. His wife goes 'sarao!' Then the two birds call out 'sarawiya sarawiya'.,,,SN002748
XV002337,nqn,Sup mok nämtete.,,,The soap is getting worn down to a stub.,,,SN002749
XV002338,nqn,Momaӓm waramte.,,,I am coughing.,,,SN002751
XV002339,nqn,Bӓ momaekegta nopapnda.,,,He began coughing.,,,SN002752
XV002340,nqn,"Ynd yta mtar aba werengr, wnde momaeke notnandn.",,,"I was trying to stay quiet, but I coughed anyway.",,,SN002752
XV002341,nqn,Är momae ke kotne.,,,The man coughed.,,,SN002753
XV002342,nqn,Momae séqérӓm wramte.,,,I have the flu / a cold.,,,SN002754
XV002343,nqn,Momae séqrӓm wramte.,,,I have the flu / a cold.,,,SN002755
XV002344,nqn,Ynd momae séqrӓm ynramng.,,,Two of us have the flu.,,,SN002755
XV002345,nqn,momayӓm waramte.,,,I am coughing.,,,SN002756
XV002346,nqn,Bӓ geym moramora ogyabser ym.,,,He is a health worker.,,,SN002759
XV002347,nqn,"Warapa, bm ämbs moramora kp ygoba terber yngangneta. Ẽ, mer ym, ynd bä yngnetan.",,,"Warapa, take one pill every morning. Yes, good, I will.",,,SN002761
XV002348,nqn,Yna ärm Liwd renzast yapapndt kitong moramora mng̅t gtet Darot.,,,This man is going to take Liwd to the big hospital in Daru.,,,SN002762
XV002349,nqn,Mos tande tndan ysnengr.,,,I have a leech on my hand.,,,SN002766 ; SN004192
XV002350,nqn,Bӓ tӓne yangzrman Mosbit.,,,He went to Moresby a long time ago.,,,SN002768
XV002351,nqn,Motae ykingr wénan pann. Yanm motae erte tndngama.,,,Motae lizards live in trees in the savannah. Yam is holding a motae lizard in his hand.,,,SN002769
XV002352,nqn,"Yég terber bä erengr gtäts bolo, mer wiri ä erengr gtäts ä mp gponnga.",,,"So that they could live for many years, until they were old mean, until their brains burst.",,,SN002772
XV002353,nqn,Inpiyak mrar,,,Whistling kite spell (the magic word said to the bird inpiyak to send it away - otherwise it might come and peck out baby's eyes),,,SN002775
XV002354,nqn,Mrkp wkrne.,,,My head is aching (e.g. with a malarial headache).,,,SN002776
XV002355,nqn,Goym gtengama yégén yna gasa ynamtawe yndbem mrkp ge erm.,,,We two are holding the skull (head) of the crocodile which Goe shot earlier this year.,,,SN002776
XV002356,nqn,Bm nä mrkp nm? (a) Ynd Sangara mrkp är wm. (Or: Ynd awa mrkp wm.,,,What moiety are you? I am a Sangara moiety man. (Or: I am a cassowary (totem) man),,,SN002777
XV002357,nqn,"Satoto, peñ, drrok, nnegane, saror, ämbs mrkpmne amni yngm, wnde bambyamae kednär yngm.",,,"The satoto, peñ, drrok, nnegane, and saror, all belong to the same tribe (namely the kingfishers), but each with their different calls.",,,SN002779
XV002358,nqn,"Ynd warnzsӓr wm, ynd markp wm.",,,"I'm the leader, I'm the head.",,,SN002780
XV002359,nqn,Tbende markp ӓr Mozbin yӓm.,,,"Our leaders are in Moresby (could refer either to national government, or to clan leaders).",,,SN002780
XV002360,nqn,Bӓ tbende mrkp ӓr ym.,,,He is our leader.,,,SN002781
XV002361,nqn,Sombes toge mrkp yӓkrärng.,,,The two children's heads are hurting.,,,SN002784
XV002362,nqn,Mrkp wkrne.,,,My head is aching (for malarial headache).,,,SN002784
XV002363,nqn,Bm mrkp nkrne.,,,Your head is hurting.,,,SN002784
XV002364,nqn,Togetoge mrkp yӓkrne.,,,The children's heads are hurting.,,,SN002784
XV002365,nqn,Sombes toge mrkp yӓkrerng.,,,The two children's heads are hurting.,,,SN002784
XV002366,nqn,Mrkp qébti ä te nämtete.,,,It's just getting dark.,,,SN002786
XV002367,nqn,Keneyam gym mrkpsge ysnenda,,,Keneyam hooked a catfish this morning.,,,SN002792
XV002368,nqn,Mrkpsge mrkp kitong dnär.,,,The comb-spined catfish is a big-headed fellow.,,,SN002792
XV002369,nqn,Wén mrmbäm yanzos wén bene bä ykrne.,,,The tree grub bores its own holes in trees.,,,SN002794
XV002370,nqn,Knngm Dibodende mrn tämte awaparserngama gawapnang!,,,Go and tell Dibod's family to cover themselves up.,,,SN002795
XV002371,nqn,"Mikel ädr, bend ädr, bima ädr, ädr pip, ämbs mrnmne yäm, e de bambyamae yétqénbas yngm.",,,"The mikel, bend, bima and true rattan canes all belong to the one family, even though they have different names.",,,SN002796
XV002372,nqn,Yna amni geym sayawa mrn kunzmne ym.,,,This bird is a member of the sayawa family.,,,SN002796 ; SN003972
XV002373,nqn,Manuka mrnza qmbanan yawasngr.,,,Manuka has beads around her neck.,,,SN002797
XV002374,nqn,Yna ӓr mrnӓr ge yakiaran Zimindi mng̅ sapn.,,,This group of people are standing in Jimmy's yard.,,,SN002798
XV002375,nqn,Ms äräm gnawang̅nga aqa kor.,,,A different person will return it back to you.,,,SN002799
XV002376,nqn,Yӓmsaran.,,,Two are leaning.,,,SN002800
XV002377,nqn,"Yna mse wén kpan kp got gte yélawaran, keserem geä yapae, waosrt geä gämtenga de bä gaparrnga kp got ä yäwätnende.",,,"There's a seed inside, when they get dry it will open and the seeds will scatter.",,,SN002801
XV002378,nqn,"Kesӓr got powa Binzawa zigӓrngst baba nnang̅te, bӓ ym baebol skul mng̅ kunzn wenda bene baba tane ymsengr.",,,After lunch Binzawa came back to do some translation work. He is inside the bible house leaning against the window.,,,SN002806 ; SN005200
XV002379,nqn,Sero rämsmne ymsengr bédganewan Nikende mng̅ brande kunzn.,,,The woven cane is leaning against the wall inside Nick's house.,,,SN002806
XV002380,nqn,Msoaeyuwama wngm.,,,I went the wrong way (by the wrong track).,,,SN002807
XV002381,nqn,"Ynd zi gba neretan, bm msoaeyuwama baba yeate, yao suris aba yaete.",,,"When I was listening, you were mixing up / confusing the story, you didn't tell it properly.",,,SN002808
XV002382,nqn,Yna sm msst ym.,,,That post is for leaning.,,,SN002809
XV002383,nqn,Ynd ymsendn.,,,I leaned it,,,SN002809
XV002384,nqn,"Ynd waorernda, mng̅ kanga msst.",,,I forgot to leave the ladder leaning (against the house).,,,SN002809
XV002385,nqn,Sämem tikotiko wén ymste tqt rämst.,,,Sam is leaning the roof pole so he can pass it up.,,,SN002809
XV002386,nqn,Dalmadalma mssmne ym.,,,The ladder has been leant (against something).,,,SN002809
XV002387,nqn,Ynd bä dmsengn.,,,I will lean it.,,,SN002809
XV002388,nqn,Mtar kӓmte ynd zi nowabtan.,,,"Keep quiet, I'm talking.",,,SN002810 ; SN003185
XV002389,nqn,Mtar! Yndri ke notne.,,,Be quiet! An owl is calling out!,,,SN002810
XV002390,nqn,Bendemne mtar nämtenda.,,,(The goanna) has gone quiet because of you.,,,SN002810
XV002391,nqn,"Ynd tande mur yam bä goyabngn ybegta, ynd ymabem tande yope zi yarebenat.",,,sixth commandment,,,SN002811
XV002392,nqn,Kitrawer togetoge ke yawotne! Ynd mtes aba neretan dene paol yab yaotne.,,,All the youths are making a noise! I thought it was the chickens crying out.,,,SN002815
XV002393,nqn,"Peni mtes ämkp aba nembne dene ynd yab mng̅ kunzén wm, wnde ynd anupapn baba wm.",,,"Penny thought I was inside the house, but I was at the bathing place.",,,SN002815
XV002394,nqn,Ynd mtes kembnan.,,,I was wondering.,,,SN002816
XV002395,nqn,Dmtetawt.,,,They talked to him.,,,SN002817
XV002396,nqn,De kae ymtendt.,,,They told him yesterday.,,,SN002817
XV002397,nqn,Yämtewe.,,,He said to him.,,,SN002817
XV002398,nqn,Knngm Goi a Wendi tämtae gawaparand!,,,Go and tell Goi and Wendy to cover themselves!,,,SN002817
XV002399,nqn,bä awates zi bä dmtenganzt,,,... they would say he was guilty.,,,SN002818
XV002400,nqn,Ynd bm te nmtendn.,,,I already told you.,,,SN002819
XV002401,nqn,Ynd mtst yapamdn bӓ.,,,I'm going to tell him.,,,SN002819
XV002402,nqn,Ynd wmtand ymabem.,,,The two of them told me.,,,SN002819
XV002403,nqn,Ymam ynd wnmtenda ylst.,,,He told me to come.,,,SN002820 ; SN005727
XV002404,nqn,Ymam ynd wmtenda kunzt elawst.,,,He told me to go inside.,,,SN002820
XV002405,nqn,Esӓr ymtete.,,,He's talking about his namesake.,,,SN002820
XV002406,nqn,"Dizisel Opes zi mnene etamand, Diziselende mui prendeta gte Yotepann bä niparwe.",,,"They called (a spot on the savannah) the Digicel office, because there at Yotepan a strong Digical signal appeared for the first time.",,,SN002821
XV002407,nqn,Mundér nӓrӓmte.,,,He got angry.,,,SN002828
XV002408,nqn,mupi wanzs mne wn,,,freshly painted door frame/cover,,,SN002829
XV002409,nqn,Ynd yanztan mupingama srng̅.,,,"I'm painting the door of the yamhouse (to seal it, so it's clear if someone else comes in and steals yams).",,,SN002829
XV002410,nqn,kiӓmb wanzs mne mupi,,,mud for painting pigs,,,SN002829
XV002411,nqn,"Ynd eleta ewembnan, mnene tande ele muy näprong̅te.",,,"I am giving up on hunting, because my interest in hunting is fading away.",,,SN002835
XV002412,nqn,"Yna ӓr muyaba pip ym, pitas ym kste wn bu bӓ duwinga.",,,"That man is very strong, he can lift a heavy log.",,,SN002836
XV002413,nqn,"Binzawa geym muyaba ӓr pip ym, tbende mrn kunzn.",,,Binzawa is the strongest man in our group.,,,SN002836
XV002414,nqn,"Yna ӓr geym muyaba ӓr ym, bӓ gsymou muya pnӓr ӓr ym.",,,This man sitting here is stronger than that man there.,,,SN002838
XV002415,nqn,Duktata ymzaran dumni.,,,Our people have lived here forever.,,,SN002841
XV002416,nqn,Tbe yna wmzaran.,,,We are all sitting here.,,,SN002841
XV002417,nqn,Bm numinzti.,,,You're standing by for attack.,,,SN002841
XV002418,nqn,Naepa tnane!,,,"Bring him the knife (Command issued by man to boy, giving him the knife to take to a third person).",,,
XV002419,nqn,Tnañpa!,,,Cut it and bring it this way!,,,
XV002420,nqn,Ymam g̅énzer kp bänkan te ynlewanda.,,,"He put money in the bank (this is a story I've heard second hand). (If directly witnessed, would be ylewanda)",,,
XV002421,nqn,Nӓ ӓrs nm?,,,What kind of man are you?,,,SN002842
XV002422,nqn,Bende anam nӓ ogyabs yaprte?,,,Which work is your brother doing?,,,SN002842
XV002423,nqn,Bm nä mrkp nm?,,,What (which) is your clan?,,,SN002842
XV002424,nqn,Bm nä izers nngizni?,,,Which sports do you play?,,,SN002842
XV002425,nqn,awiya démbrämende nä,,,a giant cassowary dropping,,,SN002845
XV002426,nqn,Nägta wngm.,,,I'll go to the toilet.,,,SN002846
XV002427,nqn,Näpapei nnang̅tan.,,,I've come back from (taking) a shit.,,,SN002846
XV002428,nqn,Nӓ ke notne.,,,You/he is farting.,,,SN002849
XV002429,nqn,Bä nä ke nedrernda.,,,He farted.,,,SN002849
XV002430,nqn,"Nä keseren bm be nnam, ynd bä nasendan bm.",,,"Whenever you come, I'll be ready for you.",,,SN002850
XV002431,nqn,Ynd nӓ qpt wngm.,,,I'm going to the toilet.,,,SN002852
XV002432,nqn,Nӓ qrqrӓm wramte.,,,I have diarrhoea.,,,SN002854 ; SN002856
XV002433,nqn,Yna toge nӓ qrqr aba nӓrӓmte.,,,"The child shat it all out, purged itself of diarrhoea",,,SN002854
XV002434,nqn,Tmte dene ynd nä qrqr gärämtawn.,,,Tell him that I had diarrhoea.,,,SN002854
XV002435,nqn,Nӓ sosӓnewӓm wramte.,,,I hvae diarrhoea.,,,SN002858
XV002436,nqn,Nӓ sosӓnewӓm wramte.,,,I have diarrhoea.,,,SN002859
XV002437,nqn,"Nä yégén te nnam, ynd bä nasendan bm.",,,"Whenever you come, I'll be ready for you.",,,SN002862
XV002438,nqn,Nӓdbnan bӓ kr tm?,,,What's the reason why he died?,,,SN002863
XV002439,nqn,Nädbnan bä klinti? Ybe nädbnan klinti.,,,Why did he run away? He ran away for some reason.,,,SN002863
XV002440,nqn,Naepa tnane!,,,Bring me the knife!,,,SN002866
XV002441,nqn,Bm näita baba nnm? Ynd weret aba wnm.,,,What did you come for? I've just come to sit around. What did you come for (just now)?,,,SN002869
XV002442,nqn,Bm nnäita baba nnm? Mnegta zi yna ym?,,,What did you come for? Because there's something I want to find out from you.,,,SN002869
XV002443,nqn,"Gs ym! O, näkma bä yamtan är äte yéläwaran.",,,"There it is! Oh, why should I hold on, people are there inside.",,,SN002872
XV002444,nqn,"Bm kabrang̅and, näkmtawa nawanzt/",,,"You two stop, how many times are you talking quietly together?",,,SN002873
XV002445,nqn,Bm powa nnam1,,,You (singular) come after!,,,SN002875
XV002446,nqn,sombes pus a nambis kp,,,fifteen,,,SN002876
XV002447,nqn,Yndbem yawaramandm nambis nne kp.,,,We gave them three yams.,,,SN002876
XV002448,nqn,Nambt ying̅ndn.,,,I saw him a few days ago.,,,SN002880
XV002449,nqn,"Ämbygn yta mng̅ rӓms ysnewen, a nambt ӓmbygn yibwen.",,,"I began building tghe house a year ago, but only finished it recently.",,,SN002880
XV002450,nqn,"Nambt nu ba tm, totr gym g̅arng̅ars nämtenda.",,,"A couple of days ago there was water, now it's just mud. (said on Sunday, about Friday)",,,SN002880
XV002451,nqn,"Ynd gӓrtawn ele, ӓmbs modowa ynamtaman.",,,I went out hunting and shot a bandicoot.,,,SN002882
XV002452,nqn,Yna ӓr sama geӓ denkinganz ybepapt de bӓ ӓmb ӓrӓm dnamte.,,,When that man appeared towards them one man would shoot him (with an arrow).,,,SN002882
XV002453,nqn,Ynd g̅énzer kp ge tuwitan amni tnamtan.,,,I threw a stick at a bird and kill it.,,,SN002882
XV002454,nqn,Yndbem awiya tnamm krts.,,,We two shot a cassowary dead.,,,SN002882
XV002455,nqn,Kaekom kiemb nämst yapapnda bisingama.,,,Kaeko is about to shoot the pig with an arrow.,,,SN002882
XV002456,nqn,Dumnidumni prsänäm yna nana séng yngnetat.,,,Echidnas always eat soldier ants.,,,SN002884
XV002457,nqn,Nänan ym?,,,What's it on?,,,SN002885
XV002458,nqn,Yna nne nänba bä yzye?,,,What will you cook this yam with?,,,SN002887
XV002459,nqn,"Bä yondakaewe, bä bä natambärt, gerngeräm yätämng, nände tekr ä gämtand.",,,"Look at the two of them, they are confused, the two of them are shivering, with what will they get strong?",,,SN002889
XV002460,nqn,Näneita ym? Kiembeita ym?,,,(Preparing food) what's it for? For the pig?,,,SN002890
XV002461,nqn,"Nang̅ erniser yngm, ämb nang̅ bmbyamae ganeba gämtenga mnene swiswiwem o derenga nnet.",,,"Geckos are good at hiding, some geckos can take on different coloured skins because hawks might catch them for food.",,,SN002892
XV002462,nqn,Bä nänma bä ynm Bimadbn sambat?,,,How will he come to Bimadbn?,,,SN002899
XV002463,nqn,Nänngama bä ynngm?,,,With what are we going to go?,,,SN002900
XV002464,nqn,"Yadmam yämtewe ämäsas sérpap wasengser ogiabser är, ""Bmbem yandaprta de nänta bm geä dämtenga"".",,,"His mother said to the servants, ""Do whatever he tells you"".",,,SN002902
XV002465,nqn,Bm nӓnzi yӓnetam.,,,Let's eat bananas together.,,,SN002903
XV002466,nqn,"Wagib nänzi gäsngama wmbaesmneym, blewan ym.",,,Fish is wrapped in a banana leaf and barbecued.,,,SN002906
XV002467,nqn,Nӓnzi kpagot zég̅ngama kembata tndan!,,,Bandage your harm with the fibres from inside the banana stalk!,,,SN002910
XV002468,nqn,Nänzi kpagot zég̅ Aramangkräm yémbate yanzo tnd dég̅nan.,,,The late Aramang used the fibre from inside a banana stalk to bandage up his wrist.,,,SN002910
XV002469,nqn,Nänzi psan nänzi wao ysnengr.,,,A bunch of bananas is on (is attached to) the banana plant.,,,SN002913
XV002470,nqn,"Ynane geym nӓnziwar kkp ym, plen serpap tondn ym.",,,"This is a banana plantation, next to the airstrip.",,,SN002922 ; SN004584
XV002471,nqn,Ddayӓgende mng̅ geym banban naosmne ym.,,,Ddayӓg's house is covered/enclosed underneath.,,,SN002923
XV002472,nqn,Togetogeyäm Nikende mng̅ naos yapapndt.,,,The children have begun walling in Nick's house (with bark).,,,SN002923
XV002473,nqn,Yna togetoge bédgane tqt yuwitat mnegta mng̅ naost.,,,The children are passing up the stringybark to wall in the house.,,,SN002923
XV002474,nqn,Ynd mng̅ ynaotan.,,,I am walling in the house.,,,SN002923
XV002475,nqn,Ksksäm qñäni.,,,Cutty grass cut me,,,SN002924
XV002476,nqn,Ynd nasgi wmn bende sambangama.,,,I live a long way from your village.,,,SN002926
XV002477,nqn,Kngitr nasgis!,,,Go a long way off!,,,SN002927
XV002478,nqn,Nndandgla!,,,Go forth and multiply!,,,
XV002479,nqn,"Bm gbres, bbenzo zingama nndandowabta tapapt, mnegta ynd mete bä gämtengn bbende zi!",,,"All of you, keep talking to me in your language, so I can learn it.",,,
XV002480,nqn,Bmbem tärbär mng̅ yndandrame!,,,You (du.) build all the houses (while I'm away)!,,,
XV002481,nqn,Nébni a ämb togetogeyaba yanzo sarng̅ benepapn yawakingr Zerin.,,,Nébni and some children are standing in his yamhouse door at Zeri.,,,SN002932
XV002482,nqn,Nébnabem kiémb btkam yngertat.,,,Nébni and his family group are holding a lot of pig jaws.,,,SN002932
XV002483,nqn,"Nemam sombes, Zerus ämbs..",,,"Nemam (shot) two, Zerus one (verb ellipted)",,,SN002936
XV002484,nqn,Nemande zän padar borba ym.,,,Nema's dog has a cut on its shoulder.,,,SN002936
XV002485,nqn,Ynd sombes wirwir némbnémb yawaman.,,,I set the cross-pieces on two traps.,,,SN002937 ; SN004882 ; SN005365
XV002486,nqn,némbnémbker,,,cross-beam,,,SN002937
XV002487,nqn,togande némbut,,,a child's umbilicus,,,SN002939
XV002488,nqn,Nemne kr tm?,,,Why did he die?,,,SN002942
XV002489,nqn,Yna nne nemne ym?,,,What is this food made from?,,,SN002943
XV002490,nqn,Siba ybe nemne nnrate den skul serpapn.,,,"For whatever reason of his own, Siba is looking this way towards the school area.",,,SN002944
XV002491,nqn,Togetoge gbres nen skulan yngm?,,,Are the children in school?,,,SN002947
XV002492,nqn,Bm nen togeba nm?,,,Do you have children?,,,SN002947
XV002493,nqn,Meta krata nen toge ämengama waparsmne ym.,,,Nébni and his family group hold onto pig jaws.,,,SN002948
XV002494,nqn,Nen ym? Meta zӓn ym o pusi ym.,,,What is it? It might be a dog or a cat.,,,SN002949
XV002495,nqn,Nen gte narende?,,,What's moving around there?,,,SN002949
XV002496,nqn,Bm mñte nm mete geä gӓmte Nen Zi?,,,Do you want to learn Nen language?,,,SN002951
XV002497,nqn,Ynd bm parwae pipngama nen wramte.,,,"You're ignoring me, not distributing meat to me.",,,SN002952
XV002498,nqn,"Yna är gym nenedner är ym, ya bäte parwae nonete.",,,"That man ignores other people's needs, he's eating the meat by himself.",,,SN002955
XV002499,nqn,Ymam g̅énzer kend ynende.,,,She removes the paperbark (from the ground oven).,,,SN002957
XV002500,nqn,"Ynd mäpna wm, nenp ym.",,,"I don't know what it is, it's something.",,,SN002958
XV002501,nqn,"Nens yna yngm bende mng̅ kunzén? Yao ym, gbres rokar te nebnda, tba g̅énzer kpngama yaznat.",,,"What else do you have inside your house? There's nothing, everything's gone, they have already bought them all.",,,SN002960
XV002502,nqn,Yande néq kitong ym.,,,He is very angry.,,,SN002961
XV002503,nqn,Bӓ néq kitong ym.,,,He is very angry.,,,SN002961
XV002504,nqn,"Zimi, bm nädbnan nne yrtete? Ynd néqäm aba wramte, ynadbnan nne yrtendn.",,,"Jimmy, why are you smashing the yam? I got angry, that's why I smashed the yam.",,,SN002963
XV002505,nqn,"Yao bende kamatende yétqén tanma, moba néqba gӓmtenga.",,,"Don't say your kamat's name, otherwise he'll get angry.",,,SN002964
XV002506,nqn,Yna togetoge dänzron néqéba nämtewend tande ziwan.,,,Those boys got angry at my words.,,,SN002964
XV002507,nqn,Néqéba ynm.,,,He's coming with anger.,,,SN002964
XV002508,nqn,Bmbem ynetat.,,,You all are eating.,,,SN002968
XV002509,nqn,Sobaem kae sombes kap kope tӓnng.,,,Soba drank two cups of coffee yesterday.,,,SN002968
XV002510,nqn,Yndbem nunm.,,,We two are eating (check status of u- may be middle marker rather than dual).,,,SN002968
XV002511,nqn,Bm nӓnzi tneta!,,,Eat a banana!,,,SN002968
XV002512,nqn,Ynd kapngama nu ynetan.,,,I'm drinking from the cup.,,,SN002968 ; SN002996
XV002513,nqn,Katawam ag nu ynete.,,,Katawa is drinking coconut water.,,,SN002968 ; SN002996
XV002514,nqn,Yao nne ynetan.,,,"No, I'm eating.",,,SN002968
XV002515,nqn,ӓrgӓdes yӓnetam.,,,Let's eat together!,,,SN002968
XV002516,nqn,Ynd ygoban nne baba ynetan.,,,I ate the food this morning.,,,SN002968 ; SN005709
XV002517,nqn,Ynd nne tӓrber baba yngnetan.,,,I ate plenty of food.,,,SN002968
XV002518,nqn,"Bm prende awya pip te ynetamanga, o yao? E, te dnetawn.",,,"Have you ever eaten cassowary meat before? Yes, I've eaten it before.",,,SN002968
XV002519,nqn,Ynd yao pip ynetaman.,,,I've never eaten it before.,,,SN002968
XV002520,nqn,Tneta!,,,Eat it!,,,SN002968
XV002521,nqn,Ymabem nne ynetat.,,,They are eating yams.,,,SN002968 ; SN002996
XV002522,nqn,Tnetang!,,,(You pl.) eat it!,,,SN002968
XV002523,nqn,Tneng!,,,You (du) eat it!,,,SN002968
XV002524,nqn,Nu tnetang!,,,You (pl.) drink!,,,SN002968
XV002525,nqn,Nne tnetang!,,,You (pl.) eat!,,,SN002968
XV002526,nqn,Nu / nne tneng!,,,You two drink / eat!,,,SN002968 ; SN002996
XV002527,nqn,Amande yétqén bä ym Newir.,,,Her mother's name is Newir.,,,SN002969
XV002528,nqn,"Bm knang̅ta! Ẽ, ynd bä nngang̅tan.",,,"Come back! Yes, I'll go back.",,,
XV002529,nqn,Bä ybenzos btkamgeb nngäränt.,,,The two of them are each shaving themself.,,,
XV002530,nqn,Ynd nu yéngéqandn.,,,I fetched water along the way (to doing something else).,,,
XV002531,nqn,Ybe kae naepa kongotrnat.,,,They sent each other knives yesterday (I didn't witness it - if I had I would say Ybe kae naepa kotrnat).,,,
XV002532,nqn,Pasawrm wén sombes mng̅ tikotikota yänrenzng.,,,Pasawr is carrying two sticks for house roof struts.,,,
XV002533,nqn,eng̅aran,,,two are standing up in line,,,SN002971
XV002534,nqn,Ämbs äte ym yng̅ingr.,,,He's there standing (in a line).,,,SN002972
XV002535,nqn,Ynd ogyabs papt wngm. Wei bm bende ogyabs papt knngm.,,,"I'm going to my work. OK, you go to your work place.",,,SN002973
XV002536,nqn,Bm dagae nngm? Ynd anuta kkpt / nӓ qépt wngm.,,,Where are you going? I'm going for a bathe / to the garden / to the toilet.,,,SN002973
XV002537,nqn,Ebig tba yngm Dimsisit.,,,Ebig went to Dimsisi.,,,SN002973
XV002538,nqn,Tñ wn qma yngm.,,,The fence rails are lying ready.,,,SN002974 ; SN003711 ; SN004544
XV002539,nqn,Snamb togetoge bende yngm?,,,How many children do you have?,,,SN002974
XV002540,nqn,A: Ynd wngm! B: Pitas ym.,,,"A: I'm coming. B. OK, you can release.",,,SN002975
XV002541,nqn,Binzawa gte aba yng̅rängr.,,,Binzawa is standing over there to the side.,,,SN002976
XV002542,nqn,Bä den ynng̅rängr.,,,He's standing over to this side.,,,SN002976
XV002543,nqn,Bӓ kae tӓngren.,,,They went yesterday.,,,SN002977
XV002544,nqn,Zimi ni yingr.,,,Jimmy's bowing his head down.,,,SN002979
XV002545,nqn,"Yna yérés amniwende yam dene ym: sama tqtane gaebndanga tqn gte keba bä nawarende, gte ke bä notne aebyängsn, zérg̅énäm tqn awarengsn geä dñämnga, yna powangama ni bä gninga yérsar kunzét.",,,[get translation],,,SN002980
XV002546,nqn,"Bm yao pip butémbutémi ni nangita a yngangésta a ybende warpsyam yao yngangaprta, mnedbnan ynd má ämbs bbende warnzsär god wm.",,,You will not bow down and worship [5th commandment],,,SN002981
XV002547,nqn,"Yta keser yu ym, m napamte torbnis.",,,"Even though it's the dry season, it's raining like the wet season.",,,
XV002548,nqn,Drondro geym walap assmen kaoboenis nrate.,,,"Drondro has a hat on, which makes him look like a cowboy.",,,
XV002549,nqn,Bm dagaengama nnm?,,,Where have you come from?,,,SN002985
XV002550,nqn,"Mer ym, powa bm nname de / de nnam.",,,"OK, you can come after.",,,SN002985
